id,price,speed,hd,ram,screen,cores,cd,laptop,trend
655,3061,38,1,24,21,28,no,no,5
656,2480,23,28,14,19,16,yes,no,2
657,1262,15,24,6,17,10,no,no,1
658,2238,20,24,6,15,22,no,no,4
659,3361,36,5,16,23,22,no,no,4
660,2634,20,8,6,15,20,no,no,4
661,2936,17,16,14,17,12,yes,no,1
662,2284,16,8,6,19,26,yes,no,5
663,1846,20,24,2,17,6,no,no,1
664,4343,30,7,16,15,24,no,no,4
665,555,16,12,14,12,8,no,yes,2
666,2770,16,12,14,21,22,no,no,4
667,3601,38,1,60,19,22,no,no,5
668,4346,37,7,44,21,12,no,no,2
669,4309,38,7,48,17,22,no,no,4
670,2038,19,24,10,21,18,no,no,5
671,969,17,8,10,13,4,no,yes,2
672,582,15,12,2,12,6,no,yes,1
673,2870,22,24,2,19,18,no,no,4
674,4335,33,1,52,15,30,no,no,5
675,3331,33,3,28,19,14,no,no,2
676,1290,20,28,14,23,6,no,no,1
677,4341,38,5,56,17,26,no,no,4
678,3517,34,3,20,17,20,no,no,4
679,1081,15,24,10,11,6,no,yes,2
680,2945,24,8,6,17,28,no,no,5
681,1179,22,16,6,13,10,no,yes,2
682,2593,21,28,14,17,26,no,no,4
683,1849,16,16,6,17,4,no,no,1
684,925,19,12,6,12,8,no,yes,2
685,3640,34,7,52,15,16,yes,no,2
686,2012,22,16,14,15,16,yes,no,1
687,4019,32,1,48,23,14,no,no,1
688,2299,22,20,6,23,28,no,no,5
689,3911,38,5,24,17,18,no,no,4
690,982,15,12,6,12,6,no,yes,2
691,4296,32,7,52,15,26,yes,no,5
692,1575,23,24,2,21,4,no,no,2
693,894,17,20,14,11,10,no,yes,1
694,603,19,28,2,12,6,no,yes,1
695,2879,24,16,14,19,30,no,no,5
696,1313,24,16,6,17,10,no,no,2
697,2002,21,16,14,21,12,no,no,2
698,1015,19,8,6,13,6,no,yes,1
699,2000,23,28,6,21,26,yes,no,1
700,1192,16,24,14,12,4,yes,no,2
701,2062,16,28,2,17,18,no,no,4
702,3721,37,5,48,15,26,no,no,4
703,1568,21,20,2,17,8,yes,no,2
704,4102,32,7,20,21,28,no,no,4
705,1718,15,12,14,17,6,no,no,1
706,3853,32,5,60,23,26,no,no,5
707,4107,34,3,44,19,20,no,no,5
708,2326,24,16,2,21,28,no,no,4
709,2476,17,20,6,19,26,yes,no,5
710,1802,24,8,2,15,10,no,no,2
711,2151,20,20,10,23,18,no,no,4
712,953,17,8,10,12,6,no,yes,1
713,3991,30,5,40,17,16,no,no,1
714,2889,22,28,10,23,28,no,no,5
715,4290,39,7,56,15,24,no,no,4
716,1810,24,8,14,19,6,no,no,2
717,1435,16,28,10,15,8,no,no,1
718,3949,32,1,40,15,12,no,no,2
719,1730,18,8,2,23,10,no,no,2
720,4071,36,1,40,19,26,no,no,5
721,782,23,24,2,11,6,no,yes,1
722,2559,23,24,6,23,28,no,no,5
723,3986,31,5,36,17,12,no,no,1
724,4231,31,3,56,19,18,no,no,5
725,1943,20,20,6,15,10,no,no,2
726,1860,16,24,2,23,10,yes,no,1
727,4039,33,7,20,15,22,no,no,5
728,572,15,12,10,12,6,yes,no,1
729,2280,16,20,6,19,20,yes,no,5
730,2086,23,8,14,15,16,no,no,2
731,2047,23,28,2,23,16,no,no,1
732,2438,23,28,14,21,12,no,no,2
733,2068,22,16,10,21,16,yes,no,2
734,3282,31,5,28,17,18,no,no,4
735,2339,16,12,2,15,16,no,no,1
736,1911,18,16,10,15,4,no,no,2
737,4199,31,1,20,17,26,no,no,4
738,3338,37,7,28,15,22,no,no,4
739,2039,19,20,14,23,20,no,no,5
740,1059,18,20,14,13,10,no,yes,2
741,4254,35,5,24,21,22,no,no,4
742,2837,18,16,10,21,28,no,no,5
743,2330,17,24,2,15,28,no,no,5
744,3888,37,5,24,15,12,yes,no,2
745,582,16,28,2,13,6,no,yes,2
746,2272,21,28,2,23,18,yes,no,4
747,1251,23,16,14,17,4,no,no,2
748,626,18,28,14,12,6,no,yes,2
749,599,23,12,10,13,4,no,yes,2
750,3155,35,1,52,17,28,no,no,4
751,4030,33,1,16,19,18,no,no,5
752,3277,32,1,52,15,20,no,no,5
753,1816,18,20,10,17,6,yes,no,2
754,2625,16,8,10,15,30,no,no,4
755,3738,32,7,40,23,30,no,no,5
756,1227,20,16,10,23,4,no,no,1
757,4162,36,3,16,23,26,no,no,4
758,3683,30,7,60,21,16,no,no,1
759,2636,23,28,2,19,22,yes,no,4
760,3819,37,1,32,23,22,no,no,5
761,1794,15,16,14,21,4,no,no,1
762,3334,37,3,56,19,20,no,no,4
763,1725,17,8,10,15,8,no,no,2
764,3433,38,5,28,19,24,no,no,5
765,1096,18,24,6,13,8,yes,no,2
766,3861,31,7,24,15,14,no,no,1
767,3175,31,1,32,15,30,no,no,4
768,3879,30,5,60,21,16,no,no,1
769,671,20,28,2,11,6,no,yes,1
770,1478,19,16,14,19,8,no,no,2
771,550,22,24,2,11,4,no,yes,2
772,896,17,16,6,11,10,yes,no,1
773,2905,18,16,2,17,14,no,no,1
774,510,19,8,6,12,8,no,yes,2
775,930,23,24,6,12,10,no,yes,1
776,2142,19,16,2,15,14,no,no,2
777,2638,19,28,2,19,28,no,no,5
778,4161,31,7,16,17,20,no,no,4
779,1582,24,28,10,21,10,no,no,1
780,4027,34,7,36,23,30,no,no,5
781,749,15,12,2,13,4,no,yes,1
782,3404,35,7,16,15,28,yes,no,5
783,3199,35,3,44,15,18,no,no,4
784,3921,37,1,52,15,24,no,no,5
785,4150,31,7,20,17,18,no,no,5
786,777,16,20,10,13,6,no,yes,2
787,2783,16,20,2,15,24,no,no,5
788,2192,15,24,6,17,26,yes,no,4
789,1757,17,20,10,19,4,no,no,2
790,3752,39,7,44,19,30,yes,no,5
791,1015,23,24,14,13,8,no,yes,1
792,994,20,16,2,11,10,no,yes,2
793,2728,18,8,2,17,24,yes,no,5
794,3200,36,3,44,21,24,yes,no,5
795,2027,23,16,2,15,14,no,no,1
796,4124,34,5,16,17,12,yes,no,1
797,3027,37,7,40,15,26,no,no,4
798,1007,19,20,10,13,10,no,yes,1
799,1575,16,28,6,15,10,no,no,1
800,1807,23,16,2,17,4,no,no,1
801,908,18,16,14,13,6,yes,no,2
802,813,15,8,2,13,6,no,yes,2
803,2173,18,28,2,15,20,no,no,5
804,2488,24,20,10,15,22,yes,no,4
805,2474,24,24,14,23,16,no,no,2
806,1265,16,24,2,21,6,no,no,2
807,584,15,20,6,11,8,yes,no,2
808,3639,31,3,36,21,14,no,no,1
809,503,15,20,10,11,10,no,yes,2
810,1602,23,20,10,19,6,no,no,2
811,3310,37,5,52,23,14,no,no,2
812,2665,21,24,14,21,18,no,no,4
813,1672,23,16,2,23,4,yes,no,1
814,2512,24,16,14,23,20,yes,no,4
815,2098,18,8,10,17,26,no,no,5
816,1749,16,8,2,15,4,no,no,1
817,2772,15,16,2,19,26,yes,no,4
818,1827,17,16,2,19,4,no,no,2
819,1865,18,20,2,23,8,no,no,1
820,3385,34,5,32,23,18,no,no,5
821,1642,16,8,10,15,10,no,no,1
822,895,18,8,6,13,4,no,yes,1
823,4311,35,3,44,21,18,no,no,4
824,1044,16,20,2,13,4,yes,no,1
825,2222,23,20,10,21,12,no,no,2
826,913,17,12,10,12,8,no,yes,1
827,2388,18,16,14,23,30,yes,no,5
828,2155,16,12,14,21,30,no,no,4
829,939,17,16,14,12,4,no,yes,2
830,1941,22,12,10,15,6,no,no,1
831,560,19,8,10,11,10,yes,no,2
832,2808,22,20,14,21,24,yes,no,5
833,1081,17,12,2,11,4,no,yes,1
834,3258,37,7,44,21,30,no,no,5
835,2637,19,24,6,17,22,no,no,5
836,2355,15,16,10,23,22,no,no,5
837,2807,15,24,6,17,26,no,no,4
838,2609,16,12,10,23,28,no,no,5
839,3568,39,7,20,17,28,yes,no,5
840,602,19,28,14,13,6,no,yes,1
841,3091,34,7,48,23,14,no,no,2
842,3366,36,3,60,15,22,no,no,4
843,1352,21,24,2,21,8,yes,no,2
844,2119,18,16,2,17,22,no,no,5
845,3385,31,3,40,15,18,no,no,5
846,3212,33,5,52,15,12,yes,no,1
847,725,19,8,6,12,6,no,yes,1
848,4021,32,5,28,19,26,no,no,4
849,536,16,28,10,11,4,yes,no,1
850,1489,17,24,10,15,6,no,no,1
851,1059,24,20,14,11,10,no,yes,1
852,3671,33,5,36,23,24,no,no,4
853,520,24,20,10,13,8,yes,no,1
854,1466,16,12,2,21,6,no,no,1
855,1775,23,12,2,23,8,no,no,1
856,2600,24,28,14,19,22,yes,no,5
857,2387,21,24,2,15,18,no,no,5
858,1994,22,12,6,23,4,no,no,1
859,1381,18,12,10,17,4,no,no,1
860,1765,15,20,6,17,10,no,no,1
861,3713,38,3,40,15,30,no,no,4
862,3765,32,7,24,17,20,no,no,4
863,1884,18,28,10,21,4,yes,no,1
864,3970,32,1,44,15,26,no,no,5
865,3847,37,7,44,19,18,no,no,5
866,3153,36,1,40,15,12,no,no,1
867,3501,39,1,56,15,20,no,no,5
868,3638,35,3,20,17,30,no,no,5
869,2605,24,12,6,15,22,no,no,4
870,3971,35,7,48,21,28,no,no,5
871,3636,34,5,40,21,14,yes,no,1
872,1833,16,24,2,19,4,no,no,2
873,782,15,12,10,11,10,no,yes,2
874,4347,31,3,24,23,24,no,no,5
875,3874,38,1,44,15,30,no,no,4
876,4293,37,5,36,19,30,no,no,5
877,4122,31,1,36,19,28,no,no,5
878,2827,17,20,10,17,30,no,no,4
879,3626,31,1,20,17,20,no,no,5
880,3772,31,5,16,21,20,yes,no,4
881,1185,20,28,10,13,6,no,yes,1
882,2435,19,28,14,15,30,no,no,4
883,1716,20,28,14,23,8,yes,no,1
884,2520,23,24,10,19,24,yes,no,4
885,1497,20,16,2,19,10,no,no,1
886,3165,30,3,56,15,24,no,no,5
887,818,21,8,6,11,4,no,yes,2
888,1402,22,12,14,21,8,no,no,2
889,1353,21,28,10,21,8,no,no,2
890,781,17,8,10,12,10,no,yes,2
891,506,24,20,6,12,6,no,yes,1
892,2723,16,8,14,19,24,no,no,4
893,2995,22,12,10,17,18,no,no,4
894,3460,35,3,48,19,26,yes,no,4
895,2227,20,20,10,15,28,no,no,5
896,3066,31,3,36,21,16,no,no,2
897,2980,23,20,6,23,16,yes,no,1
898,3163,36,1,36,19,18,no,no,5
899,2747,18,12,2,15,16,no,no,1
900,3601,36,3,52,15,14,no,no,2
901,1990,17,28,2,19,8,no,no,1
902,2162,24,12,14,15,26,no,no,5
903,3215,34,7,28,19,20,no,no,5
904,1148,15,8,2,12,4,yes,no,2
905,1694,22,16,2,17,6,no,no,1
906,3955,39,3,44,17,14,no,no,1
907,900,24,8,10,12,4,yes,no,1
908,1461,15,28,10,21,6,no,no,1
909,2021,20,28,10,23,20,no,no,5
910,1306,21,20,2,17,4,no,no,2
911,4264,30,3,36,23,18,yes,no,4
912,3342,36,7,24,15,12,no,no,1
913,3452,35,7,48,17,12,yes,no,1
914,4037,39,3,28,15,22,no,no,5
915,3095,38,3,28,15,16,no,no,1
916,2599,24,28,14,17,28,no,no,5
917,3076,38,7,36,17,30,yes,no,5
918,980,20,8,6,11,10,yes,no,1
919,3997,32,1,60,23,30,no,no,5
920,1640,18,8,10,21,4,yes,no,1
921,732,16,8,2,13,10,yes,no,2
922,1823,19,24,14,17,8,no,no,2
923,3778,39,7,60,17,12,no,no,1
924,2696,23,16,10,15,28,yes,no,5
925,1150,23,28,10,12,6,no,yes,1
926,3854,30,1,56,19,26,no,no,5
927,2283,23,28,2,17,26,no,no,4
928,909,20,28,10,13,8,no,yes,2
929,1817,21,24,14,17,8,no,no,2
930,1800,22,20,2,21,4,yes,no,1
931,2726,16,12,10,17,24,no,no,4
932,1380,18,16,6,23,10,yes,no,1
933,4008,32,5,60,19,16,yes,no,1
934,2720,17,20,14,17,16,yes,no,1
935,843,15,8,2,13,6,no,yes,1
936,3581,31,3,56,15,14,no,no,1
937,2739,21,16,2,23,16,no,no,2
938,2686,16,12,6,17,12,no,no,1
939,4089,34,3,56,17,12,no,no,1
940,3276,34,1,16,23,12,yes,no,2
941,3889,35,1,44,21,18,no,no,5
942,1189,17,28,14,11,6,no,yes,1
943,2758,20,20,14,17,16,no,no,2
944,3165,33,7,44,17,14,no,no,2
945,3605,35,7,32,19,14,no,no,2
946,4115,39,1,16,23,22,no,no,4
947,4178,38,5,36,17,16,no,no,2
948,1126,15,12,14,13,4,no,yes,2
949,3126,31,1,44,19,28,no,no,4
950,1392,21,8,2,23,6,yes,no,2
951,1121,24,8,2,12,4,no,yes,2
952,3699,37,7,56,17,24,no,no,5
953,2237,18,28,6,17,14,no,no,1
954,3508,36,7,44,17,14,yes,no,2
955,1241,15,8,10,15,10,no,no,1
956,817,19,28,14,13,6,no,yes,2
957,3711,30,7,44,17,24,no,no,5
958,3373,36,7,36,19,20,no,no,4
959,4068,39,1,32,21,18,yes,no,4
960,3832,30,5,56,17,20,yes,no,5
961,2350,17,24,6,19,26,no,no,4
962,1756,22,16,2,19,4,yes,no,1
963,3158,38,5,48,21,16,no,no,2
964,3086,33,3,44,15,22,no,no,5
965,4138,33,3,52,15,14,no,no,2
966,2485,24,12,2,15,12,no,no,2
967,2891,19,24,2,17,26,no,no,4
968,3862,33,5,32,23,26,no,no,4
969,3530,37,1,28,19,28,no,no,4
970,4224,31,3,16,19,28,yes,no,5
971,3015,30,5,36,17,16,no,no,2
972,824,16,16,2,11,10,yes,no,1
973,3550,36,1,44,17,20,no,no,4
974,669,22,16,6,11,10,no,yes,1
975,1638,22,24,2,21,4,no,no,1
976,3866,37,5,32,21,18,no,no,5
977,1479,19,28,10,19,6,no,no,1
978,3285,34,1,36,19,20,no,no,5
979,1635,22,24,14,19,4,no,no,1
980,2697,16,28,10,17,16,no,no,1
981,1253,20,20,14,17,10,no,no,1
982,2501,16,12,6,17,20,no,no,4
983,1801,20,24,2,15,8,no,no,1
984,4231,39,5,56,23,16,no,no,1
985,1876,17,16,6,15,6,yes,no,1
986,4303,39,1,32,21,12,no,no,2
987,3486,35,5,16,17,22,no,no,5
988,3532,39,5,60,19,16,yes,no,1
989,952,24,8,6,13,8,yes,no,2
990,592,15,12,6,12,6,yes,no,1
991,3356,35,5,60,21,22,yes,no,4
992,897,17,12,14,11,6,no,yes,2
993,3275,35,7,28,19,28,no,no,4
994,2455,16,20,14,19,28,no,no,5
995,3678,30,7,28,21,16,no,no,2
996,3809,36,3,16,19,12,no,no,1
997,4052,31,7,32,21,22,yes,no,5
998,3123,34,7,52,17,16,no,no,2
999,3737,38,3,32,15,14,no,no,1
1000,2097,15,16,2,19,14,no,no,1
1001,2245,20,24,14,21,16,no,no,2
1002,3874,37,7,60,15,16,no,no,2
1003,758,17,24,10,11,10,no,yes,2
1004,3706,34,3,32,21,30,no,no,5
1005,4119,31,3,44,15,18,no,no,5
1006,3023,30,7,48,17,18,no,no,4
1007,4164,36,7,40,23,22,yes,no,4
1008,2496,19,12,2,17,18,yes,no,4
1009,671,23,28,6,11,4,no,yes,2
1010,4032,31,7,24,23,24,yes,no,5
1011,3492,30,5,36,23,26,yes,no,5
1012,888,16,8,14,12,4,yes,no,2
1013,965,22,24,6,11,4,no,yes,2
1014,2873,20,16,6,23,16,no,no,1
1015,3310,31,5,32,23,26,no,no,4
1016,3684,37,7,24,23,20,yes,no,5
1017,2394,22,12,6,19,12,no,no,1
1018,3610,34,3,36,21,12,no,no,1
1019,2513,18,28,14,21,12,no,no,1
1020,2816,16,16,6,15,24,yes,no,5
1021,2114,23,28,2,23,24,no,no,4
1022,2861,17,28,10,21,26,no,no,4
1023,2924,15,24,14,17,26,yes,no,5
1024,3736,37,1,40,17,28,yes,no,5
1025,2361,16,20,6,17,16,no,no,2
1026,3267,33,5,16,21,16,no,no,1
1027,1496,16,20,2,21,4,yes,no,1
1028,3951,39,1,52,21,18,no,no,5
1029,1252,19,8,10,17,8,yes,no,2
1030,1717,15,24,10,23,8,no,no,2
1031,1203,18,16,10,17,4,no,no,2
1032,4061,37,1,40,15,30,no,no,4
1033,780,24,20,2,13,6,yes,no,1
1034,3379,32,7,20,21,12,no,no,2
1035,858,24,16,10,12,6,no,yes,1
1036,614,21,28,14,11,4,no,yes,1
1037,1975,17,8,10,17,6,no,no,2
1038,3834,38,7,28,15,26,no,no,5
1039,3793,33,1,32,17,22,no,no,4
1040,2470,21,20,14,17,24,no,no,4
1041,3733,34,1,40,17,18,no,no,4
1042,2523,24,16,6,17,12,no,no,1
1043,1571,22,20,14,15,8,no,no,2
1044,1281,21,12,14,21,4,no,no,1
1045,2808,21,24,14,19,22,yes,no,4
1046,2034,17,24,14,23,12,no,no,1
1047,3380,31,7,24,17,20,yes,no,4
1048,935,16,8,10,11,6,no,yes,1
1049,2533,16,8,10,15,28,no,no,5
1050,1035,18,16,6,11,10,no,yes,2
1051,3793,32,5,48,15,24,no,no,4
1052,1738,16,12,10,23,8,no,no,1
1053,2865,24,28,14,15,26,no,no,5
1054,3751,35,1,36,23,14,no,no,2
1055,4203,30,5,48,23,14,no,no,2
1056,1958,16,12,10,21,6,no,no,2
1057,1437,20,16,6,15,4,no,no,2
1058,2749,19,16,14,17,20,no,no,5
1059,2081,23,8,6,21,16,no,no,2
1060,1341,16,12,14,15,8,no,no,1
1061,3060,34,1,24,15,22,yes,no,4
1062,1780,18,12,6,17,6,yes,no,1
1063,1343,21,20,6,15,10,no,no,2
1064,4030,31,5,60,19,16,no,no,1
1065,1175,20,12,10,12,10,no,yes,2
1066,2892,23,20,14,15,18,yes,no,5
1067,3943,35,3,28,21,16,no,no,2
1068,2488,21,28,14,21,14,yes,no,1
1069,3799,39,3,56,17,24,no,no,5
1070,1596,20,16,2,17,8,yes,no,1
1071,2261,15,20,6,23,28,no,no,5
1072,3664,30,1,24,21,30,yes,no,4
1073,2356,21,24,6,23,12,yes,no,1
1074,3396,33,3,24,17,22,yes,no,5
1075,752,21,16,2,12,10,yes,no,2
1076,2669,19,8,14,23,26,no,no,5
1077,1850,20,28,6,23,4,no,no,2
1078,1824,15,12,10,23,10,yes,no,2
1079,1878,20,24,6,15,4,no,no,1
1080,3703,38,1,36,17,26,no,no,5
1081,3389,30,5,44,15,28,no,no,5
1082,2777,17,8,6,15,24,no,no,5
1083,1924,19,16,10,17,4,yes,no,2
1084,2838,17,20,6,15,24,no,no,4
1085,2539,15,24,6,17,20,no,no,5
1086,2053,20,28,14,15,12,no,no,2
1087,1068,23,28,14,11,4,yes,no,1
1088,3615,31,1,24,21,12,no,no,1
1089,3123,35,3,52,17,26,no,no,5
1090,1717,23,24,6,17,8,no,no,1
1091,4034,32,1,48,19,14,no,no,2
1092,1287,19,24,2,17,4,no,no,2
1093,3608,38,1,48,23,30,yes,no,5
1094,3380,38,3,28,19,14,yes,no,1
1095,4072,36,3,48,15,22,yes,no,5
1096,684,16,8,6,11,10,yes,no,2
1097,2697,23,16,6,15,12,no,no,2
1098,3371,39,7,56,17,18,no,no,5
1099,4164,38,1,36,17,22,yes,no,4
1100,1296,21,20,10,17,8,yes,no,1
1101,4280,39,7,52,17,20,yes,no,4
1102,4112,31,5,40,23,16,yes,no,2
1103,644,19,24,6,11,8,yes,no,1
1104,1958,21,16,6,17,4,no,no,2
1105,2340,18,24,10,19,16,yes,no,1
1106,2331,24,24,2,21,24,no,no,4
1107,2824,21,12,10,23,22,yes,no,4
1108,3069,39,7,36,17,26,no,no,4
1109,4049,32,7,44,15,24,no,no,4
1110,2570,21,20,14,23,14,no,no,2
1111,3202,33,1,16,15,26,no,no,4
1112,1668,19,8,2,19,8,yes,no,1
1113,3982,38,3,48,23,14,no,no,2
1114,3315,34,3,52,17,12,no,no,1
1115,1756,18,28,6,23,4,yes,no,1
1116,2300,17,16,6,23,12,yes,no,1
1117,1460,22,12,14,15,8,yes,no,1
1118,2442,21,12,2,19,14,no,no,2
1119,3692,31,1,60,15,18,yes,no,5
1120,1074,22,8,2,12,8,no,yes,1
1121,3813,36,5,32,15,24,no,no,4
1122,3687,34,1,32,15,28,no,no,4
1123,3055,33,3,32,21,14,no,no,1
1124,3806,30,7,60,19,20,no,no,4
1125,2137,20,8,14,17,30,no,no,5
1126,2021,18,16,2,19,26,no,no,5
1127,2903,17,28,10,21,26,no,no,5
1128,3400,32,5,48,21,16,yes,no,2
1129,999,15,24,14,13,10,no,yes,1
1130,3320,33,7,24,23,20,yes,no,4
1131,3179,31,5,56,17,16,no,no,2
1132,3665,36,5,32,21,20,no,no,5
1133,1392,24,28,14,23,8,yes,no,1
1134,4256,30,7,56,15,14,yes,no,1
1135,2625,22,16,2,19,14,no,no,1
1136,2221,15,24,6,23,28,no,no,4
1137,3855,36,3,28,23,16,no,no,1
1138,2946,15,28,6,17,16,no,no,1
1139,2760,20,28,6,23,24,yes,no,5
1140,4029,30,3,40,15,24,no,no,5
1141,1911,24,28,6,21,6,no,no,1
1142,3344,30,3,24,19,24,yes,no,4
1143,662,20,20,14,12,6,no,yes,2
1144,1459,22,8,10,21,4,no,no,1
1145,1328,17,24,6,17,10,yes,no,2
1146,2280,22,8,6,19,18,yes,no,5
1147,1197,16,12,2,11,8,no,yes,1
1148,2387,19,12,2,23,16,no,no,1
1149,2333,17,12,14,23,12,no,no,1
1150,2773,23,24,2,21,16,no,no,1
1151,2116,21,28,10,17,18,yes,no,5
1152,1584,18,24,2,17,6,yes,no,2
1153,3839,33,5,28,23,16,no,no,1
1154,1690,18,28,10,15,8,no,no,1
1155,972,23,28,6,11,4,yes,no,2
1156,4175,37,3,48,19,22,no,no,4
1157,650,22,12,14,13,8,no,yes,2
1158,1631,24,24,14,23,10,no,no,2
1159,3154,34,5,32,17,12,no,no,2
1160,4073,30,5,20,15,16,no,no,2
1161,3735,39,3,44,23,12,no,no,2
1162,3402,33,7,40,21,26,no,no,4
1163,2049,23,20,6,23,30,no,no,5
1164,3973,39,3,60,19,24,no,no,4
1165,2353,17,28,6,21,30,no,no,5
1166,3619,33,3,20,15,12,no,no,2
1167,3011,33,7,44,21,14,no,no,2
1168,1808,21,16,6,17,4,yes,no,1
1169,1532,18,12,14,15,10,yes,no,2
1170,3403,38,1,60,21,22,no,no,5
1171,1280,22,28,6,15,10,yes,no,2
1172,2284,20,20,2,23,12,yes,no,1
1173,3471,34,1,16,15,24,no,no,5
1174,2884,17,8,6,19,20,yes,no,4
1175,1750,18,24,6,17,4,no,no,1
1176,4040,30,5,32,19,16,yes,no,1
1177,3042,36,7,36,17,14,no,no,1
1178,2425,22,12,10,19,12,no,no,1
1179,3459,38,3,56,23,26,no,no,5
1180,513,19,24,6,13,10,no,yes,1
1181,1044,20,24,6,13,8,yes,no,2
1182,951,15,20,2,13,10,no,yes,2
1183,3942,36,3,36,15,22,no,no,4
1184,3188,31,5,60,19,30,yes,no,5
1185,3884,34,3,56,23,28,yes,no,5
1186,916,23,12,14,11,10,yes,no,1
1187,1350,15,24,2,21,10,no,no,2
1188,1900,20,24,2,17,8,yes,no,1
1189,2071,23,24,2,15,16,no,no,1
1190,2696,23,28,10,23,18,yes,no,5
1191,3215,36,5,28,17,22,no,no,5
1192,1909,21,12,14,15,6,no,no,1
1193,2387,21,12,2,23,20,no,no,4
1194,511,21,8,2,13,6,no,yes,2
1195,738,18,8,10,13,6,no,yes,1
1196,3631,30,5,40,17,16,no,no,2
1197,3790,33,3,56,15,22,no,no,5
1198,2905,15,20,6,15,26,no,no,5
1199,3747,37,7,52,21,18,no,no,5
1200,3724,30,1,28,17,28,yes,no,4
1201,3078,36,7,16,19,12,no,no,1
1202,3227,34,1,24,23,14,no,no,2
1203,1107,21,12,10,13,8,no,yes,1
1204,4099,35,7,52,19,28,no,no,5
1205,1862,21,16,6,17,10,no,no,2
1206,2734,22,12,10,19,20,no,no,5
1207,3058,39,3,56,23,12,no,no,2
1208,4019,39,5,16,15,30,no,no,4
1209,954,23,28,2,13,4,no,yes,1
1210,2019,19,16,6,23,18,no,no,4
1211,1219,15,16,2,19,8,no,no,1
1212,2442,18,8,6,19,12,no,no,1
1213,3036,35,5,48,23,18,yes,no,5
1214,933,23,20,6,13,6,no,yes,1
1215,3247,38,5,60,21,30,no,no,5
1216,3389,39,1,48,19,14,no,no,1
1217,3460,31,3,32,23,26,yes,no,5
1218,3806,35,1,24,19,12,no,no,2
1219,3122,36,5,24,21,20,no,no,4
1220,3767,31,3,52,17,30,no,no,4
1221,3412,37,5,36,19,14,yes,no,2
1222,4160,32,5,24,15,18,yes,no,4
1223,3124,31,1,52,15,20,yes,no,5
1224,567,22,16,2,13,4,no,yes,1
1225,2721,17,12,10,23,16,no,no,1
1226,812,19,20,2,11,4,yes,no,1
1227,2583,17,12,2,23,28,no,no,5
1228,881,20,24,14,11,10,no,yes,1
1229,1073,22,28,10,13,8,no,yes,1
1230,613,20,20,2,12,10,no,yes,1
1231,2835,16,28,2,17,24,no,no,5
1232,1791,23,20,2,21,6,no,no,1
1233,4078,32,3,36,17,12,no,no,2
1234,639,20,28,2,11,8,no,yes,2
1235,3552,37,5,28,19,28,yes,no,5
1236,1711,16,28,10,23,8,no,no,1
1237,1745,21,28,2,19,10,no,no,1
1238,3057,36,5,60,21,18,no,no,5
1239,2521,22,20,2,21,14,no,no,1
1240,1779,17,16,10,19,10,no,no,1
1241,2036,16,24,2,21,28,yes,no,4
1242,2034,15,8,14,15,12,no,no,1
1243,816,22,16,2,12,10,yes,no,2
1244,1654,18,12,6,19,8,no,no,2
1245,3079,30,3,28,23,26,no,no,4
1246,1311,24,16,14,15,8,no,no,2
1247,1124,16,8,14,13,6,yes,no,1
1248,4014,34,3,32,15,24,no,no,5
1249,2212,22,12,14,15,16,yes,no,2
1250,921,15,12,14,11,6,no,yes,1
1251,3621,36,1,40,19,18,no,no,4
1252,914,21,8,14,12,4,no,yes,1
1253,2083,24,24,14,23,26,no,no,5
1254,3909,31,3,52,17,30,no,no,4
1255,1241,18,16,10,17,8,no,no,2
1256,2562,22,20,14,23,28,no,no,5
1257,2065,15,24,6,21,14,no,no,2
1258,3239,39,3,44,19,18,no,no,5
1259,1525,16,12,2,23,6,no,no,1
1260,2565,16,24,2,23,20,no,no,4
1261,2366,22,20,10,19,12,no,no,2
1262,2136,19,28,2,19,14,yes,no,2
1263,3418,34,7,48,19,16,no,no,1
1264,3765,33,3,32,19,22,no,no,5
1265,4059,35,5,56,17,24,no,no,5
1266,3637,32,1,20,15,12,no,no,2
1267,1355,21,24,10,17,8,no,no,1
1268,2996,24,28,10,17,14,yes,no,2
1269,1584,15,20,10,23,10,yes,no,2
1270,4349,38,1,28,19,20,no,no,4
1271,1360,20,20,6,23,10,yes,no,2
1272,2464,17,28,6,17,22,yes,no,4
1273,3158,32,3,48,21,28,no,no,4
1274,2549,22,24,6,23,14,no,no,1
1275,3915,32,3,20,15,30,no,no,4
1276,1103,21,12,14,13,6,no,yes,1
1277,1874,24,20,2,15,4,no,no,1
1278,1751,22,28,10,19,6,no,no,1
1279,1587,24,20,10,19,10,no,no,2
1280,4302,35,7,52,17,16,no,no,2
1281,1393,22,8,14,23,6,no,no,2
1282,3089,30,5,16,17,24,no,no,5
1283,3118,35,5,48,17,22,no,no,4
1284,3753,36,3,44,23,14,no,no,1
1285,1552,19,16,6,17,8,yes,no,2
1286,1336,24,8,14,23,8,yes,no,2
1287,3282,36,7,16,23,16,no,no,2
1288,3650,37,3,44,19,22,no,no,4
1289,3838,39,1,20,21,28,no,no,5
1290,1183,24,8,6,11,10,no,yes,2
1291,2236,19,8,14,23,28,yes,no,4
1292,2148,20,28,2,21,12,yes,no,2
1293,660,17,16,6,13,6,yes,no,2
1294,3658,37,1,60,17,16,no,no,2
1295,1443,16,16,2,17,4,no,no,1
1296,4070,30,7,36,15,30,no,no,4
1297,2352,17,12,6,17,30,yes,no,4
