id,price,speed,hd,ram,screen,cores,cd,laptop,trend
656,3251,36,7,28,23,16,no,no,1
657,1586,23,28,6,15,6,no,no,1
658,1475,18,24,14,15,4,no,no,2
659,2345,20,16,14,23,12,no,no,2
660,3111,39,5,52,19,20,no,no,4
661,1774,24,16,6,17,10,no,no,1
662,2514,17,8,2,17,14,no,no,2
663,3030,39,5,48,15,18,no,no,5
664,1919,22,12,6,15,4,no,no,2
665,1489,24,12,2,21,8,no,no,1
666,2826,16,16,2,21,12,no,no,1
667,1207,18,28,6,15,10,no,no,1
668,3029,33,7,20,21,16,no,no,2
669,2175,15,12,14,17,28,no,no,4
670,1186,21,28,6,11,8,no,yes,2
671,735,21,16,10,11,8,no,yes,2
672,3001,32,1,20,23,26,no,no,4
673,2830,24,20,10,23,26,no,no,4
674,3162,35,7,56,21,12,no,no,2
675,3082,30,7,28,19,24,no,no,5
676,3531,30,5,60,19,30,no,no,4
677,3337,32,5,32,23,28,no,no,5
678,3633,39,3,44,15,30,no,no,4
679,2056,20,24,6,19,18,yes,no,5
680,980,19,8,6,13,4,yes,no,2
681,3094,31,3,24,19,16,no,no,1
682,2165,20,24,6,19,28,no,no,4
683,744,21,12,2,13,10,yes,no,2
684,3771,35,1,52,21,14,no,no,1
685,3058,33,3,60,21,14,no,no,1
686,3709,31,3,36,21,16,no,no,2
687,3273,35,1,32,15,16,no,no,2
688,3198,38,7,24,19,24,no,no,4
689,662,21,24,6,12,4,no,yes,2
690,1056,24,20,10,13,4,yes,no,1
691,2791,23,28,2,21,20,no,no,4
692,2520,20,8,6,17,30,yes,no,4
693,1100,21,16,14,13,4,yes,no,1
694,1345,22,28,6,19,10,no,no,2
695,3230,32,5,16,19,12,no,no,1
696,3367,38,7,28,15,20,no,no,5
697,717,23,8,10,11,4,no,yes,2
698,2921,19,20,6,19,16,no,no,1
699,1423,18,20,10,19,4,no,no,2
700,2057,16,12,14,17,14,no,no,2
701,3470,34,5,28,23,26,no,no,5
702,913,15,16,10,11,6,no,yes,1
703,4141,33,7,24,17,24,no,no,4
704,577,24,16,10,11,4,no,yes,2
705,2559,22,20,6,21,28,no,no,5
706,1479,23,12,10,15,6,no,no,2
707,887,21,16,2,12,6,no,yes,2
708,1081,15,12,14,12,4,no,yes,2
709,1928,22,12,2,15,8,yes,no,1
710,2768,20,16,14,17,30,yes,no,4
711,3695,31,7,56,21,22,no,no,4
712,3888,37,1,36,23,24,yes,no,5
713,4225,37,5,56,17,26,no,no,4
714,3809,30,7,36,23,18,no,no,4
715,2193,21,8,14,19,22,no,no,4
716,3896,33,5,32,17,30,yes,no,4
717,977,19,28,10,13,4,no,yes,2
718,1415,22,12,14,21,4,no,no,1
719,539,16,28,6,12,4,no,yes,2
720,3187,34,1,52,15,16,no,no,2
721,944,19,12,10,12,6,yes,no,2
722,3500,37,5,24,17,14,yes,no,1
723,844,24,28,2,13,8,yes,no,2
724,3223,36,1,40,23,28,no,no,5
725,1804,19,24,2,17,4,yes,no,2
726,2943,17,24,2,17,16,no,no,1
727,3683,34,5,24,19,30,no,no,5
728,1656,22,24,14,15,4,yes,no,1
729,3054,36,1,40,19,20,no,no,4
730,714,24,20,2,11,4,no,yes,2
731,902,23,12,14,13,10,no,yes,1
732,2555,24,8,14,21,24,no,no,4
733,3447,33,3,52,23,24,no,no,5
734,883,21,20,10,13,6,no,yes,2
735,518,19,16,6,12,8,no,yes,2
736,2074,16,24,14,23,28,no,no,5
737,2294,21,28,2,17,18,no,no,5
738,2117,20,8,10,19,24,no,no,4
739,1747,23,8,14,23,10,no,no,1
740,591,16,20,10,11,6,no,yes,2
741,2098,23,16,2,23,18,no,no,5
742,2162,15,8,6,23,22,no,no,4
743,1297,18,20,10,21,8,no,no,2
744,2111,19,28,10,23,28,no,no,5
745,1162,19,12,14,12,8,no,yes,1
746,2006,17,8,6,23,28,no,no,5
747,4035,33,5,40,17,22,no,no,5
748,3086,37,5,36,17,18,no,no,4
749,1351,24,24,10,19,8,no,no,2
750,3688,30,5,60,23,16,yes,no,1
751,4349,35,7,60,23,26,no,no,5
752,1366,23,16,2,23,10,no,no,1
753,1077,19,12,6,12,8,no,yes,2
754,3135,31,5,60,15,20,no,no,4
755,1158,19,12,14,13,6,no,yes,2
756,3085,35,1,44,15,24,no,no,4
757,2381,16,28,10,17,26,no,no,5
758,3503,34,3,20,19,12,no,no,2
759,1994,16,20,6,17,6,no,no,2
760,2049,17,12,2,21,26,no,no,5
761,4005,33,5,60,21,18,no,no,5
762,2274,18,12,14,23,12,no,no,1
763,2386,22,8,6,19,20,no,no,5
764,851,24,24,10,13,10,no,yes,2
765,3043,37,3,16,15,16,no,no,1
766,2531,16,12,2,15,28,no,no,4
767,3700,31,1,28,15,26,yes,no,5
768,2366,17,20,6,15,20,no,no,4
769,1423,18,16,6,17,8,no,no,1
770,770,19,12,2,11,4,no,yes,2
771,764,23,20,2,13,10,yes,no,2
772,685,15,28,14,12,8,no,yes,1
773,3459,30,5,24,17,16,no,no,1
774,1567,16,8,6,21,6,no,no,1
775,1749,24,8,14,21,8,no,no,1
776,3157,35,5,28,15,24,no,no,5
777,2616,18,8,14,21,28,yes,no,5
778,3679,35,1,40,15,22,no,no,4
779,2608,18,16,2,19,24,yes,no,5
780,2754,23,24,10,19,12,no,no,1
781,1572,21,24,2,21,8,yes,no,1
782,3628,36,7,20,23,14,yes,no,2
783,630,18,24,14,13,4,no,yes,1
784,716,24,12,2,11,6,yes,no,2
785,4343,32,3,24,19,14,no,no,2
786,507,19,24,6,13,6,no,yes,2
787,2448,19,24,10,21,20,yes,no,5
788,897,17,8,6,13,10,no,yes,1
789,2391,17,8,2,17,22,no,no,5
790,2630,22,16,10,21,20,no,no,5
791,1194,15,28,10,12,8,no,yes,1
792,3452,33,5,20,15,22,yes,no,4
793,3734,39,1,24,15,30,no,no,5
794,3928,31,7,56,15,26,yes,no,4
795,931,22,16,10,12,8,no,yes,1
796,3497,33,5,48,15,22,no,no,5
797,2098,20,20,6,19,22,no,no,4
798,4278,34,7,20,15,12,no,no,2
799,2575,18,20,2,19,22,no,no,4
800,2378,21,24,2,23,12,no,no,2
801,3945,31,7,60,23,30,no,no,5
802,1760,16,24,2,23,8,yes,no,2
803,1169,17,8,6,11,10,no,yes,1
804,3273,34,5,36,15,30,no,no,4
805,4285,36,5,52,17,16,no,no,1
806,2250,20,24,6,17,24,no,no,5
807,2573,23,20,6,15,26,no,no,4
808,3380,39,5,56,17,14,yes,no,1
809,1282,18,24,6,23,6,no,no,1
810,2409,19,28,10,15,16,no,no,1
811,1948,18,24,10,23,10,yes,no,1
812,2381,15,12,14,17,22,no,no,5
813,3311,37,7,56,15,26,no,no,4
814,637,16,28,2,12,4,no,yes,2
815,1844,24,20,10,17,10,yes,no,2
816,2915,18,24,2,17,16,no,no,1
817,3990,39,3,60,21,18,no,no,4
818,2564,15,20,10,23,14,yes,no,1
819,988,17,8,6,13,8,yes,no,2
820,1151,17,20,10,13,6,no,yes,1
821,3494,38,3,24,15,12,no,no,1
822,3399,36,1,48,17,14,no,no,1
823,2611,22,20,10,21,26,no,no,4
824,2614,24,12,10,21,18,no,no,5
825,3486,39,3,32,23,26,no,no,4
826,1492,22,8,10,21,10,yes,no,1
827,2954,18,20,10,15,28,no,no,5
828,2615,16,24,6,19,20,no,no,5
829,1717,19,24,6,17,4,no,no,2
830,4304,38,3,60,15,24,yes,no,4
831,3656,37,5,48,23,18,yes,no,4
832,4134,36,5,44,21,18,no,no,5
833,3736,32,5,28,21,14,yes,no,2
834,3258,31,5,48,17,12,no,no,1
835,3172,30,3,60,19,16,yes,no,2
836,2095,22,8,10,15,28,no,no,5
837,3642,39,5,52,15,16,no,no,2
838,4091,33,5,36,21,16,no,no,2
839,1939,17,12,10,19,10,no,no,2
840,1406,20,28,2,21,4,no,no,1
841,4280,37,1,28,23,20,yes,no,4
842,1511,20,24,6,17,4,no,no,1
843,2138,22,16,2,17,28,no,no,5
844,1317,19,12,14,17,6,no,no,1
845,1389,22,12,10,23,10,no,no,2
846,1294,24,24,14,23,6,no,no,1
847,4023,32,3,16,21,30,no,no,4
848,2169,22,12,14,23,16,no,no,2
849,1631,15,8,14,23,6,no,no,2
850,644,24,28,10,12,8,yes,no,1
851,2458,18,12,6,17,16,no,no,2
852,1135,16,8,2,13,8,no,yes,2
853,1019,18,8,14,12,4,no,yes,1
854,1866,21,12,14,23,6,no,no,2
855,2517,17,8,2,21,22,no,no,5
856,3125,39,5,56,23,22,no,no,5
857,2961,16,8,10,21,12,no,no,2
858,2155,17,12,10,21,24,no,no,5
859,974,17,28,14,13,8,no,yes,1
860,3017,39,5,44,19,24,no,no,5
861,3959,32,5,28,21,26,no,no,5
862,3381,38,5,36,19,24,no,no,4
863,1674,20,24,2,15,6,no,no,2
864,2827,24,24,10,15,14,no,no,1
865,3926,38,3,24,17,28,no,no,5
866,1569,16,20,14,21,10,no,no,2
867,3151,36,5,60,23,12,no,no,2
868,4135,39,5,24,15,26,no,no,4
869,2825,20,8,10,23,14,no,no,1
870,1174,18,20,2,13,4,no,yes,1
871,1706,23,24,6,23,4,no,no,2
872,2670,16,28,2,23,22,no,no,5
873,1957,22,12,10,17,4,no,no,1
874,2594,22,20,6,17,30,no,no,4
875,993,19,8,14,13,8,no,yes,1
876,1723,15,20,10,19,8,no,no,1
877,3405,33,3,40,17,28,no,no,5
878,3104,30,3,32,23,26,yes,no,4
879,1420,20,20,6,17,10,yes,no,1
880,2864,23,24,6,23,16,yes,no,1
881,2386,22,16,10,21,12,no,no,1
882,1411,15,28,14,17,10,no,no,2
883,3474,32,1,24,19,14,no,no,1
884,1371,23,12,10,17,6,no,no,2
885,3464,31,7,28,15,14,yes,no,1
886,1724,19,16,14,21,8,yes,no,1
887,2872,18,16,6,17,28,yes,no,5
888,3964,30,1,56,23,16,yes,no,2
889,3836,32,7,56,23,28,yes,no,4
890,531,16,24,14,12,10,no,yes,1
891,2291,19,16,2,19,20,no,no,4
892,2394,16,20,2,17,20,no,no,5
893,4043,36,1,44,19,22,no,no,5
894,3693,32,3,48,15,22,no,no,5
895,688,21,24,6,11,6,yes,no,1
896,1299,21,20,10,15,8,no,no,1
897,3348,35,3,32,21,24,yes,no,4
898,2262,17,16,14,15,12,no,no,2
899,3785,38,7,36,23,12,no,no,2
900,3198,39,7,28,17,30,no,no,4
901,4153,31,3,56,23,30,no,no,5
902,3683,37,1,28,17,26,no,no,4
903,500,18,12,10,11,4,yes,no,2
904,1410,22,28,14,21,10,no,no,1
905,3122,31,1,24,19,26,no,no,4
906,4210,38,5,56,19,28,no,no,4
907,1000,18,16,14,13,4,yes,no,2
908,3841,32,3,52,23,24,no,no,4
909,2921,21,8,14,21,22,no,no,4
910,1745,20,28,14,19,10,no,no,1
911,2218,22,20,10,21,24,no,no,5
912,3922,34,3,24,19,12,no,no,1
913,3212,30,3,48,19,18,yes,no,4
914,2666,18,16,6,17,30,no,no,4
915,2415,19,16,10,15,22,no,no,5
916,3275,36,7,48,23,26,no,no,4
917,2039,23,12,10,15,16,no,no,1
918,3024,30,7,52,19,16,yes,no,1
919,2123,19,12,14,23,30,no,no,5
920,3842,36,3,32,21,30,no,no,4
921,722,20,8,6,12,6,no,yes,1
922,1638,21,8,14,17,6,no,no,1
923,4288,36,5,32,19,22,yes,no,5
924,1754,23,16,2,15,8,no,no,2
925,2807,22,24,6,15,24,no,no,5
926,2686,21,12,2,17,14,no,no,2
927,2484,17,20,6,21,22,yes,no,5
928,2127,20,24,10,17,16,no,no,1
929,2918,22,24,14,17,26,no,no,4
930,992,24,28,10,11,6,yes,no,2
931,1641,16,12,14,15,10,no,no,1
932,2433,24,16,14,21,20,no,no,4
933,1151,23,24,14,12,6,no,yes,2
934,988,17,16,14,13,10,yes,no,2
935,2389,20,20,2,19,30,no,no,4
936,1358,22,16,6,15,8,no,no,1
937,3881,33,7,28,19,18,no,no,4
938,3472,33,7,32,17,22,yes,no,4
939,2623,19,12,10,17,20,no,no,4
940,2686,22,24,14,23,28,no,no,4
941,2605,17,24,6,23,24,no,no,4
942,3045,36,5,32,19,18,no,no,5
943,1806,15,24,2,21,4,no,no,1
944,4116,38,3,28,21,12,yes,no,2
945,3841,33,7,40,19,30,no,no,4
946,3374,35,5,52,17,12,no,no,1
947,1607,20,8,2,17,8,no,no,2
948,4223,39,1,60,19,20,no,no,5
949,2271,22,16,14,15,28,no,no,4
950,3138,32,5,52,19,30,no,no,4
951,1957,16,28,14,19,4,no,no,1
952,2249,18,20,2,19,26,no,no,4
953,3996,38,3,56,15,18,yes,no,4
954,3487,33,3,48,21,30,no,no,5
955,4186,37,3,60,17,16,no,no,2
956,3924,30,5,20,15,16,yes,no,1
957,3200,32,1,16,19,22,yes,no,4
958,3014,32,1,52,21,30,no,no,4
959,3118,32,7,48,21,30,no,no,5
960,1680,22,8,2,23,6,yes,no,2
961,1349,16,16,10,17,8,no,no,1
962,2974,21,28,10,17,20,no,no,5
963,4060,37,1,48,19,14,yes,no,2
964,3905,30,5,24,19,22,no,no,4
965,3834,33,3,16,15,20,no,no,5
966,859,18,16,10,11,4,no,yes,1
967,4046,33,3,32,19,24,no,no,5
968,2394,22,28,6,15,14,no,no,1
969,3022,31,7,48,21,26,no,no,4
970,2623,22,8,14,19,18,no,no,5
971,1363,18,8,2,19,6,no,no,2
972,3854,38,1,20,23,18,no,no,5
973,1621,24,12,2,23,4,no,no,2
974,3060,37,1,36,19,30,yes,no,5
975,4322,33,3,56,21,22,no,no,5
976,1141,20,28,14,12,6,no,yes,2
977,2660,20,20,2,23,18,yes,no,4
978,2665,17,28,6,19,30,no,no,4
979,597,21,8,14,12,6,no,yes,2
980,2404,18,8,10,21,26,yes,no,5
981,3503,30,1,52,19,26,no,no,5
982,550,19,28,6,12,4,no,yes,2
983,515,24,12,2,11,8,no,yes,2
984,1223,16,12,6,21,8,no,no,2
985,1371,16,16,14,15,10,no,no,1
986,656,17,8,2,13,8,yes,no,2
987,1872,21,8,10,23,8,yes,no,2
988,3382,36,5,20,17,30,no,no,4
989,868,24,28,2,13,8,yes,no,1
990,3819,34,7,24,19,30,no,no,5
991,919,21,12,14,11,10,no,yes,2
992,2748,22,12,6,21,20,yes,no,5
993,3360,36,3,32,23,12,yes,no,2
994,851,23,12,10,12,8,no,yes,2
995,3436,35,3,32,15,12,yes,no,2
996,765,22,12,6,13,4,no,yes,1
997,2119,15,16,10,19,12,no,no,1
998,3711,34,5,44,19,28,no,no,4
999,3965,36,3,16,23,14,no,no,2
1000,4102,36,1,16,15,12,no,no,1
1001,3278,30,5,36,15,14,no,no,1
1002,3939,35,1,32,17,18,no,no,4
1003,1005,20,24,2,13,4,no,yes,1
1004,506,18,24,10,13,8,no,yes,1
1005,2012,19,8,2,21,16,yes,no,2
1006,3620,33,5,24,19,28,yes,no,4
1007,1155,18,28,6,12,10,no,yes,1
1008,587,21,12,10,12,6,no,yes,2
1009,1132,23,8,10,11,6,yes,no,2
1010,3922,37,3,56,15,14,no,no,1
1011,1385,22,16,6,17,10,no,no,2
1012,3119,36,1,20,15,30,no,no,4
1013,608,20,8,2,13,8,yes,no,1
1014,1120,16,12,2,12,4,yes,no,1
1015,3707,32,5,36,17,26,no,no,4
1016,2277,24,20,10,17,20,no,no,5
1017,532,21,24,6,11,6,yes,no,2
1018,3875,30,5,20,15,18,no,no,5
1019,924,16,12,2,11,8,yes,no,2
1020,1258,19,24,2,17,6,no,no,1
1021,2374,18,12,6,19,16,no,no,2
1022,1930,22,24,2,19,6,no,no,1
1023,3702,33,1,24,17,12,no,no,1
1024,4110,39,3,48,19,20,no,no,5
1025,3885,32,1,20,23,26,no,no,5
1026,4093,37,5,32,21,26,no,no,4
1027,4070,34,7,52,17,22,no,no,4
1028,3552,33,7,48,23,16,yes,no,2
1029,3953,30,7,36,15,24,no,no,5
1030,2169,23,28,6,19,28,no,no,5
1031,1194,18,16,2,11,8,no,yes,1
1032,2774,23,20,2,21,20,no,no,4
1033,3392,39,5,44,17,24,yes,no,5
1034,1469,21,16,2,15,10,no,no,1
1035,719,22,20,2,13,8,no,yes,2
1036,3704,33,3,44,17,20,yes,no,5
1037,1060,23,16,10,12,8,yes,no,1
1038,1495,20,28,2,19,4,no,no,1
1039,1454,24,20,14,23,8,no,no,2
1040,3380,35,3,20,17,16,yes,no,2
1041,3191,33,3,60,23,16,no,no,2
1042,2688,23,20,6,21,26,yes,no,5
1043,2201,22,12,10,23,12,no,no,2
1044,1792,22,8,14,19,6,yes,no,1
1045,2479,17,8,6,21,24,no,no,4
1046,1147,15,16,2,13,10,no,yes,2
1047,1394,21,16,6,23,6,no,no,2
1048,2603,22,28,14,19,18,no,no,5
1049,4134,35,1,56,21,12,no,no,1
1050,3191,34,3,52,21,18,no,no,5
1051,3153,36,1,40,15,28,no,no,4
1052,3007,32,1,20,15,30,no,no,5
1053,3309,31,5,16,21,22,no,no,4
1054,1259,17,16,6,15,4,no,no,1
1055,3811,32,5,56,21,28,no,no,4
1056,1242,16,28,2,15,10,no,no,2
1057,806,16,12,2,13,10,no,yes,2
1058,1309,24,24,6,15,6,no,no,2
1059,3400,31,5,28,19,14,yes,no,2
1060,2856,23,24,10,21,30,yes,no,5
1061,3916,30,7,36,21,26,yes,no,5
1062,1098,23,16,14,13,6,no,yes,2
1063,2265,16,12,14,21,16,no,no,1
1064,2362,15,24,2,19,16,no,no,2
1065,3546,38,1,48,19,12,no,no,2
1066,3314,30,5,40,15,20,no,no,4
1067,4135,31,3,60,23,12,no,no,2
1068,3344,32,1,36,23,20,yes,no,5
1069,2575,17,8,10,21,22,no,no,4
1070,3938,39,5,56,19,24,no,no,5
1071,1248,20,8,10,17,4,yes,no,1
1072,3670,37,7,24,15,28,no,no,5
1073,2514,23,20,6,21,30,no,no,4
1074,3540,31,5,56,19,30,yes,no,4
1075,1399,23,12,10,15,6,no,no,2
1076,4132,34,5,44,15,20,yes,no,5
1077,1536,15,20,14,23,8,yes,no,1
1078,2041,17,8,6,15,12,no,no,2
1079,3646,35,3,36,19,20,no,no,4
1080,1770,23,16,2,19,4,no,no,1
1081,3162,32,7,56,23,26,no,no,5
1082,4147,36,1,48,23,20,no,no,5
1083,3275,38,3,56,23,30,no,no,4
1084,1396,24,20,10,17,4,yes,no,2
1085,4297,30,1,60,15,22,no,no,5
1086,1075,21,12,10,13,4,no,yes,1
1087,910,20,8,10,13,8,no,yes,1
1088,4016,38,7,36,17,28,yes,no,4
1089,873,21,28,10,11,8,no,yes,1
1090,4053,33,1,60,23,20,no,no,5
1091,692,23,24,10,13,6,yes,no,1
1092,554,20,24,14,13,10,no,yes,2
1093,679,24,28,14,11,10,no,yes,2
1094,3059,33,3,40,19,16,no,no,1
1095,2579,23,20,10,19,12,no,no,1
1096,2181,22,24,6,19,30,no,no,5
1097,1886,23,16,14,19,4,no,no,1
1098,3267,30,1,24,19,18,no,no,4
1099,3972,32,7,52,23,24,yes,no,4
1100,532,21,20,2,11,8,yes,no,1
1101,2195,24,24,6,17,26,no,no,5
1102,1155,18,16,6,11,4,no,yes,1
1103,1634,19,24,10,15,10,no,no,2
1104,2695,15,12,6,19,30,no,no,4
1105,2874,16,16,6,17,30,no,no,4
1106,2938,20,28,10,19,30,no,no,4
1107,4312,38,7,48,19,12,yes,no,1
1108,3685,31,7,40,15,30,no,no,5
1109,3967,30,1,16,23,24,no,no,5
1110,2450,15,8,6,15,16,no,no,2
1111,1166,24,8,6,13,10,no,yes,1
1112,2579,16,8,6,17,18,no,no,4
1113,1793,21,12,10,23,4,no,no,1
1114,1149,15,8,6,13,8,no,yes,2
1115,4125,31,5,36,23,24,no,no,5
1116,1562,20,24,10,17,4,no,no,1
1117,1795,19,8,6,19,4,no,no,2
1118,1722,18,20,6,23,6,no,no,2
1119,3171,33,1,16,17,30,no,no,5
1120,3380,34,5,36,19,20,yes,no,4
1121,689,16,12,10,12,10,no,yes,2
1122,2479,17,12,6,19,12,no,no,1
1123,2145,20,24,6,21,28,no,no,4
1124,1753,20,20,6,23,6,no,no,2
1125,746,15,16,6,12,4,no,yes,1
1126,3670,30,3,44,17,24,no,no,5
1127,3780,39,1,52,17,26,yes,no,5
1128,4118,30,1,40,19,28,no,no,5
1129,1947,18,16,10,21,8,no,no,2
1130,3532,31,5,60,19,16,yes,no,1
1131,1711,23,20,10,21,4,no,no,2
1132,2261,17,24,6,19,24,no,no,5
1133,952,24,20,6,12,6,yes,no,1
1134,3003,34,3,44,21,18,no,no,5
1135,3413,35,1,40,15,28,no,no,4
1136,1828,24,16,14,17,6,yes,no,1
1137,3642,36,5,28,17,14,no,no,2
1138,2263,24,8,10,19,24,no,no,4
1139,1868,15,28,10,15,8,yes,no,2
1140,1628,20,8,10,17,8,yes,no,1
1141,4085,31,7,36,23,30,no,no,5
1142,1595,17,20,2,17,10,no,no,2
1143,3735,37,7,36,15,24,no,no,5
1144,534,17,28,14,13,8,no,yes,2
1145,878,19,20,14,13,4,no,yes,2
1146,3801,33,5,36,17,24,no,no,5
1147,2316,23,28,10,21,18,yes,no,5
1148,4235,30,3,48,23,22,no,no,5
1149,1094,23,8,10,11,8,no,yes,2
1150,4168,36,3,52,17,26,yes,no,4
1151,641,24,28,10,13,8,no,yes,2
1152,2141,24,8,6,17,16,no,no,2
1153,3035,31,7,48,17,20,no,no,4
1154,669,20,16,2,13,6,no,yes,1
1155,3051,36,1,16,19,14,no,no,2
1156,3539,30,1,16,15,18,no,no,4
1157,3716,34,3,56,21,16,yes,no,1
1158,854,24,28,14,11,8,no,yes,1
1159,1728,17,28,6,19,6,yes,no,2
1160,2687,20,8,2,19,22,no,no,4
1161,3444,37,5,28,17,30,yes,no,5
1162,2899,24,16,6,17,12,no,no,2
1163,2032,19,16,10,19,18,yes,no,4
1164,3448,31,7,44,23,16,yes,no,1
1165,752,16,12,14,12,10,yes,no,2
1166,4331,33,1,28,23,20,no,no,4
1167,1697,23,20,6,17,4,no,no,2
1168,2791,20,8,14,19,20,no,no,4
1169,3828,35,3,32,21,22,yes,no,4
1170,2147,16,20,2,17,24,no,no,4
1171,3788,37,7,32,23,20,yes,no,5
1172,1648,19,28,2,23,4,yes,no,1
1173,3491,39,3,28,15,20,no,no,4
1174,804,22,20,10,11,6,yes,no,2
1175,3264,33,1,56,23,16,yes,no,2
1176,4208,30,3,16,15,16,yes,no,2
1177,4236,34,5,24,15,16,yes,no,1
1178,1394,20,12,14,17,8,no,no,1
1179,4015,39,1,60,15,20,no,no,5
1180,3506,39,1,32,15,24,no,no,4
1181,3491,32,5,40,15,14,no,no,2
1182,3513,33,7,36,23,12,no,no,1
1183,1835,15,16,14,19,6,no,no,2
1184,944,17,20,10,13,6,yes,no,2
1185,4176,32,7,48,15,24,yes,no,5
1186,1216,16,8,14,23,4,yes,no,1
1187,3200,30,3,48,19,12,yes,no,2
1188,569,15,12,6,12,4,no,yes,2
1189,2280,24,20,2,23,18,yes,no,4
1190,3280,30,1,20,17,30,yes,no,5
1191,1504,23,16,14,23,8,yes,no,1
1192,3652,39,5,40,17,14,yes,no,1
1193,1757,22,24,6,17,6,no,no,1
1194,634,16,8,2,11,6,no,yes,1
1195,864,24,20,10,12,6,yes,no,1
1196,2530,23,20,14,23,12,no,no,2
1197,2100,20,8,10,21,24,yes,no,4
1198,3298,36,7,32,21,30,no,no,5
1199,3977,34,7,48,23,18,no,no,5
1200,1149,18,28,6,12,10,no,yes,1
1201,3124,37,1,44,21,24,yes,no,5
1202,2812,17,28,6,23,20,yes,no,5
1203,3412,38,3,60,15,26,yes,no,5
1204,3317,35,3,56,23,30,no,no,5
1205,2672,17,12,6,15,16,yes,no,1
1206,3958,30,5,60,15,28,no,no,4
1207,2921,22,12,2,21,24,no,no,4
1208,1234,17,12,14,19,6,no,no,2
1209,3094,37,7,44,21,16,no,no,2
1210,4239,35,3,16,17,22,no,no,5
1211,4098,37,7,52,15,28,no,no,4
1212,2284,24,28,2,17,30,yes,no,4
1213,1133,20,16,2,13,4,no,yes,1
1214,714,17,12,14,13,10,no,yes,1
1215,2947,19,24,10,15,12,no,no,2
1216,895,21,24,14,12,4,no,yes,2
1217,4000,30,7,16,19,26,yes,no,4
1218,3261,30,7,28,15,14,no,no,2
1219,2681,19,8,10,19,28,no,no,5
1220,1530,23,24,6,15,6,no,no,2
1221,933,17,16,2,12,8,no,yes,2
1222,3983,31,7,52,19,12,no,no,1
1223,3930,34,1,52,21,12,no,no,2
1224,4151,38,3,32,21,30,no,no,4
1225,585,18,24,2,11,6,no,yes,1
1226,1307,15,8,6,15,8,no,no,2
1227,711,19,20,14,12,10,no,yes,2
1228,1219,22,12,10,23,4,no,no,1
1229,2761,21,12,2,23,20,no,no,5
1230,3853,33,5,56,21,14,no,no,1
1231,2930,24,24,2,19,12,no,no,2
1232,2889,18,16,6,17,28,no,no,5
1233,2012,16,24,6,19,18,yes,no,4
1234,4283,31,3,24,19,14,no,no,2
1235,1687,19,16,6,15,6,no,no,2
1236,1280,17,16,14,19,6,yes,no,2
1237,2091,19,8,10,19,12,no,no,1
1238,952,20,28,10,12,4,yes,no,1
1239,1239,19,16,10,15,10,no,no,2
1240,4307,39,1,60,21,26,no,no,5
1241,961,19,8,6,13,10,no,yes,2
1242,1009,15,24,10,11,4,no,yes,1
1243,1643,21,28,14,17,10,no,no,2
1244,3661,36,7,24,21,14,no,no,2
1245,3857,35,1,48,23,18,no,no,4
1246,2327,22,28,2,17,22,no,no,4
1247,2554,17,20,14,23,24,no,no,5
1248,2122,21,28,6,19,14,no,no,2
1249,1776,18,20,10,23,10,yes,no,1
1250,1575,23,20,10,15,8,no,no,1
1251,3663,32,1,24,21,30,no,no,4
1252,2365,16,24,14,15,12,no,no,1
1253,718,19,12,6,13,10,no,yes,1
1254,900,17,16,14,11,10,yes,no,1
1255,3942,34,7,56,15,18,no,no,5
1256,4225,36,3,16,19,14,no,no,1
1257,2583,22,16,6,21,24,no,no,4
1258,4349,37,1,24,15,24,no,no,5
1259,997,19,28,6,11,8,no,yes,2
1260,1712,24,20,2,19,4,yes,no,1
1261,4303,34,7,16,17,22,no,no,4
1262,3914,36,3,40,21,18,no,no,4
1263,1891,15,12,6,19,10,no,no,1
1264,2020,24,24,6,19,14,yes,no,2
1265,3695,34,7,52,17,14,no,no,1
1266,2649,17,24,2,19,20,no,no,4
1267,869,24,20,6,12,6,no,yes,1
1268,4193,39,7,20,19,16,no,no,1
1269,2988,17,8,10,21,20,yes,no,4
1270,1519,18,12,14,15,8,no,no,1
1271,2889,20,20,10,19,26,no,no,5
1272,1965,19,28,2,15,8,no,no,2
1273,1821,17,20,2,15,4,no,no,2
1274,1183,20,20,6,13,8,no,yes,1
1275,4161,37,3,60,21,16,no,no,1
1276,3987,32,1,56,23,30,no,no,4
1277,1052,18,12,6,13,8,yes,no,2
1278,4141,30,7,32,23,14,no,no,1
1279,2236,19,8,6,17,14,yes,no,2
1280,2061,19,24,6,15,16,no,no,2
1281,2006,15,16,14,21,12,no,no,2
1282,3714,34,3,32,17,14,no,no,2
1283,3334,32,3,56,21,26,no,no,4
1284,4140,39,3,32,17,26,yes,no,5
1285,2663,19,28,6,17,12,no,no,1
1286,1138,17,8,6,13,4,no,yes,1
1287,3748,32,7,60,19,16,yes,no,2
1288,2288,15,24,10,17,30,yes,no,5
1289,3238,38,7,48,23,20,no,no,5
1290,3152,30,3,60,15,22,yes,no,5
1291,1639,21,16,6,21,10,no,no,1
1292,2757,24,16,2,19,24,no,no,4
1293,4023,33,1,48,15,24,no,no,4
1294,1157,16,8,10,13,10,no,yes,1
1295,3628,37,3,56,23,28,yes,no,4
1296,3885,35,1,32,23,12,no,no,2
1297,687,16,28,2,12,4,no,yes,2
1298,620,18,28,2,11,4,yes,no,1
